sku,product_name,category,warehouse,stock_date,stock_qty,reorder_point,incoming_qty,outgoing_qty,unit_cost,stock_value,days_since_last_stock,is_low_stock,supplier
SKU-01447,Product_471,Apparel,WH-Bangalore,2024-01-13,243,23,70.0,485,352.0,57216,38,0,Supplier_30
SKU-01138,Product_346,Home,WH-Chennai,2024-01-15,210,47,120.0,263,1955.0,21110,62,1,Supplier_97
SKU-01548,Product_432,Home,WH-Mumbai,2023-05-01,93,30,135.0,115,3495.0,283479,82,1,Supplier_12
SKU-01309,Product_337,Grocery,WH-Delhi,2023-11-14,81,66,493.0,166,2617.0,215556,15,1,Supplier_43
SKU-01646,Product_176,Home,WH-Delhi,2023-02-09,100,95,399.0,286,4567.0,237182,17,0,Supplier_52
SKU-00068,Product_474,Grocery,WH-Mumbai,2023-12-31,636,81,341.0,373,1640.0,417717,56,0,Supplier_94
SKU-01233,Product_308,Home,WH-Chennai,2023-03-13,701,61,3070.0,0,1511.0,89777,3,0,Supplier_67
SKU-01242,Product_395,Home,WH-Chennai,2023-11-26,56,87,454.0,334,423.0,333805,53,0,Supplier_25
SKU-01910,Product_365,Home,WH-Delhi,2023-06-18,185,51,52.0,338,3724.0,373489,55,1,Supplier_42
SKU-01608,Product_144,Books,WH-Chennai,2023-06-27,209,44,9.0,439,1818.0,19006,11,0,Supplier_48
SKU-01649,Product_10,Home,WH-Bangalore,2024-01-18,386,54,304.0,246,4180.0,128873,24,0,Supplier_66
SKU-01324,Product_84,Books,WH-Delhi,2023-03-10,713,23,461.0,46,604.0,490877,83,0,Supplier_17
SKU-01464,Product_398,Apparel,WH-Delhi,2023-01-21,517,67,378.0,20,43.0,352632,38,0,Supplier_71
SKU-00760,Product_441,Books,WH-Delhi,2023-03-03,421,95,254.0,279,286.0,309626,87,0,Supplier_6
SKU-00791,Product_483,Electronics,WH-Bangalore,2023-10-20,327,53,10.0,6,2207.0,142059,7,1,Supplier_90
SKU-01252,Product_351,Books,WH-Delhi,2024-01-04,80,91,330.0,78,1270.0,233235,36,0,Supplier_81
SKU-01451,Product_291,Apparel,WH-Chennai,2023-12-29,521,53,388.0,196,991.0,306242,74,0,Supplier_35
SKU-01708,Product_362,Electronics,WH-Bangalore,2023-11-16,132,59,138.0,62,336.0,40668,34,0,Supplier_39
SKU-00591,Product_166,Grocery,WH-Chennai,2023-10-31,611,47,227.0,265,2442.0,91917,72,1,Supplier_14
SKU-01866,Product_200,Home,WH-Chennai,2023-01-15,953,47,349.0,296,4107.0,132168,16,0,Supplier_88
SKU-01006,Product_371,Grocery,WH-Mumbai,2023-02-20,723,63,284.0,203,3767.0,229003,88,0,Supplier_42
SKU-01220,Product_466,Grocery,WH-Delhi,2023-05-04,849,36,178.0,171,132.0,465899,80,1,Supplier_59
SKU-01092,Product_295,Grocery,WH-Chennai,2023-08-28,825,77,167.0,279,3442.0,7719,66,1,Supplier_14
SKU-00450,Product_29,Apparel,WH-Bangalore,2023-07-10,456,55,362.0,156,4746.0,173791,39,1,Supplier_83
SKU-01334,Product_296,Electronics,WH-Bangalore,2023-08-12,24,34,353.0,276,445.0,451812,67,0,Supplier_22
SKU-01120,Product_110,Electronics,WH-Mumbai,2023-03-12,219,56,371.0,91,365.0,455825,76,0,Supplier_99
SKU-00114,Product_75,Electronics,WH-Chennai,2023-08-01,498,81,225.0,325,2262.0,93598,0,1,Supplier_27
SKU-00779,Product_124,Books,WH-Chennai,2023-05-12,937,41,167.0,310,2221.0,165338,26,0,Supplier_1
SKU-00473,Product_467,Books,WH-Mumbai,2023-02-24,920,41,0.0,241,2962.0,295446,50,0,Supplier_40
SKU-00397,Product_209,Books,WH-Bangalore,2023-08-25,119,99,84.0,460,1731.0,356942,11,0,Supplier_40
SKU-01513,Product_493,Books,WH-Mumbai,2023-07-03,331,99,234.0,211,2012.0,275055,67,1,Supplier_46
SKU-00763,Product_198,Books,WH-Bangalore,2023-12-06,28,51,46.0,230,873.0,154455,71,1,Supplier_63
SKU-00523,Product_441,Grocery,WH-Bangalore,2023-12-11,847,97,,101,2846.0,189055,81,1,Supplier_29
SKU-00046,Product_201,Electronics,WH-Chennai,2023-10-23,397,61,74.0,90,2647.0,399287,65,1,Supplier_13
SKU-00268,Product_172,Grocery,WH-Mumbai,2023-12-03,333,99,1.0,164,3432.0,436552,67,1,Supplier_43
SKU-01054,Product_136,Books,WH-Bangalore,,203,21,492.0,407,4201.0,129520,88,1,Supplier_5
SKU-00040,Product_141,Apparel,WH-Chennai,2023-04-16,904,36,51.0,211,3893.0,146495,44,0,Supplier_77
SKU-00704,Product_397,Apparel,WH-Chennai,2023-06-11,364,49,415.0,156,4777.0,260095,6,0,Supplier_27
SKU-01161,Product_368,Home,WH-Mumbai,2023-07-10,948,68,,1,2378.0,116617,88,1,Supplier_37
SKU-01813,Product_94,Books,WH-Delhi,2023-12-02,-195,30,295.0,224,840.0,385905,59,1,Supplier_56
SKU-01795,Product_155,Electronics,WH-Delhi,2023-10-08,901,42,25.0,347,3577.0,85939,56,1,Supplier_37
SKU-01473,Product_158,Apparel,WH-Bangalore,2023-04-03,628,68,442.0,150,3009.0,292721,3,1,
SKU-00859,Product_399,Home,WH-Bangalore,2023-06-18,555,61,63.0,476,2423.0,55893,34,0,
SKU-00422,Product_308,Electronics,WH-Mumbai,2023-04-13,839,93,446.0,347,3232.0,177984,37,0,Supplier_22
SKU-01928,Product_159,Grocery,WH-Bangalore,2023-01-02,16,46,,179,3904.0,311662,83,0,Supplier_89
SKU-01700,Product_290,Apparel,WH-Chennai,2024-01-27,875,97,321.0,196,3803.0,174757,24,1,Supplier_14
SKU-00960,Product_59,Apparel,WH-Mumbai,2023-06-27,864,37,84.0,13,3161.0,67956,35,0,Supplier_8
SKU-01673,Product_72,Apparel,WH-Bangalore,2023-04-10,992,58,192.0,429,4297.0,434917,50,0,Supplier_81
SKU-01135,Product_293,Electronics,WH-Chennai,,569,75,483.0,25,1769.0,91131,49,1,Supplier_11
SKU-01017,Product_319,Grocery,WH-Chennai,2023-08-02,466,97,467.0,74,4077.0,297751,8,1,Supplier_84
SKU-00816,Product_10,Electronics,WH-Mumbai,2023-04-30,256,93,160.0,428,4294.0,5994,75,1,Supplier_55
SKU-00257,Product_229,Home,WH-Bangalore,2023-09-18,34,13,430.0,73,4553.0,326822,50,0,Supplier_89
SKU-01563,Product_459,Books,WH-Delhi,2023-09-10,649,38,234.0,210,1645.0,99047,12,1,Supplier_36
SKU-00217,Product_15,Home,WH-Delhi,2023-04-09,457,60,145.0,37,867.0,294730,79,1,Supplier_1
SKU-01371,Product_174,Apparel,WH-Delhi,2023-11-12,739,89,405.0,245,3433.0,271660,81,1,
SKU-00713,Product_52,Books,WH-Delhi,2023-10-20,980,45,185.0,202,1038.0,315754,88,1,Supplier_15
SKU-01220,Product_453,Grocery,WH-Mumbai,2023-01-11,821,48,107.0,133,2178.0,451423,27,0,Supplier_84
SKU-00299,Product_319,Home,WH-Mumbai,2023-09-07,468,71,286.0,349,4370.0,371111,38,1,Supplier_16
SKU-01575,Product_407,Home,WH-Chennai,2024-01-13,358,76,28.0,328,2947.0,264928,75,0,Supplier_53
SKU-01615,Product_474,Books,WH-Delhi,2023-10-03,790,30,161.0,266,1886.0,139067,44,1,Supplier_21
SKU-01707,Product_485,Electronics,WH-Chennai,,333,20,4590.0,213,3478.0,481405,69,1,Supplier_18
SKU-01312,Product_6,Apparel,WH-Mumbai,2023-03-25,53,12,273.0,414,725.0,424891,62,1,Supplier_86
SKU-00333,Product_424,Electronics,WH-Mumbai,2023-12-13,783,67,468.0,400,4327.0,61930,28,1,Supplier_100
SKU-01028,Product_85,Books,WH-Bangalore,2023-09-13,52,14,213.0,235,1954.0,316175,64,0,Supplier_22
SKU-00290,Product_299,Electronics,WH-Delhi,2023-04-26,299,50,95.0,332,3285.0,266602,46,0,Supplier_66
SKU-01938,Product_498,Home,WH-Bangalore,,517,40,60.0,87,4714.0,462139,50,0,Supplier_71
SKU-00493,Product_191,Home,WH-Mumbai,2023-03-31,405,34,11.0,214,1378.0,327923,0,0,Supplier_57
SKU-00479,Product_51,Books,WH-Chennai,2023-02-23,575,78,439.0,6,4648.0,40311,77,0,Supplier_94
SKU-00179,Product_72,Grocery,WH-Chennai,2023-01-25,685,83,281.0,456,2555.0,152785,63,1,Supplier_62
SKU-00714,Product_236,Apparel,WH-Mumbai,2023-03-03,998,25,196.0,109,1392.0,80249,73,1,Supplier_51
SKU-00395,Product_266,Apparel,WH-Delhi,2023-04-16,155,89,231.0,85,3826.0,-153311,9,0,Supplier_32
SKU-01967,Product_438,Home,WH-Delhi,2023-02-17,454,32,140.0,473,3301.0,54348,45,1,Supplier_55
SKU-01731,Product_406,Home,WH-Mumbai,2023-08-29,505,94,329.0,373,439.0,216299,51,0,
SKU-01259,Product_424,Home,WH-Bangalore,2023-09-14,896,50,169.0,459,252.0,336265,8,0,Supplier_2
SKU-00048,Product_442,Home,WH-Chennai,2023-08-23,893,38,80.0,222,670.0,438628,74,0,Supplier_58
SKU-00404,Product_393,Home,WH-Bangalore,2024-01-10,643,21,134.0,347,893.0,34010,32,0,Supplier_38
SKU-01948,Product_89,Electronics,WH-Bangalore,2023-01-23,728,44,323.0,122,,134245,82,1,Supplier_20
SKU-00586,Product_81,Books,WH-Delhi,2023-10-26,892,12,369.0,267,4198.0,442345,5,1,Supplier_65
SKU-00504,Product_414,Home,WH-Mumbai,2023-12-24,825,37,187.0,37,908.0,349740,14,0,Supplier_20
SKU-00723,Product_77,Books,WH-Delhi,2023-05-19,682,74,174.0,408,4453.0,254770,13,1,Supplier_79
SKU-00841,Product_426,Grocery,WH-Chennai,2024-02-05,910,37,218.0,474,3194.0,226911,64,0,Supplier_20
SKU-01044,Product_83,Home,WH-Chennai,2023-03-25,666,51,275.0,461,1670.0,68120,0,1,Supplier_38
SKU-01042,Product_434,Apparel,WH-Chennai,2023-11-16,324,76,406.0,416,2736.0,181405,69,0,Supplier_83
SKU-00088,Product_11,Home,WH-Delhi,2023-08-21,436,68,337.0,116,4088.0,61973,23,1,Supplier_81
SKU-01041,Product_432,Home,WH-Delhi,2024-01-08,-317,70,304.0,81,2364.0,284915,36,0,Supplier_1
SKU-01492,Product_81,Books,WH-Bangalore,2023-02-15,731,96,299.0,57,3148.0,195932,88,0,Supplier_94
SKU-00980,Product_250,Grocery,WH-Bangalore,2023-02-01,158,47,272.0,74,3925.0,158398,59,0,Supplier_85
SKU-00711,Product_232,Electronics,WH-Mumbai,2023-09-02,794,45,455.0,497,4274.0,130165,63,0,Supplier_9
SKU-01172,Product_214,Apparel,WH-Mumbai,2023-08-10,427,10,32.0,388,3196.0,21178,16,0,Supplier_40
SKU-00409,Product_6,Grocery,WH-Bangalore,2024-01-19,791,50,233.0,453,2130.0,151490,20,0,Supplier_66
SKU-01747,Product_462,Apparel,WH-Bangalore,2023-07-05,275,66,320.0,109,4720.0,145763,17,0,Supplier_84
SKU-01511,Product_98,Apparel,WH-Delhi,2023-10-23,728,26,112.0,154,2478.0,82567,30,1,Supplier_78
SKU-00779,Product_90,Apparel,WH-Mumbai,2023-06-25,278,97,290.0,429,4068.0,426524,64,1,Supplier_94
SKU-00845,Product_180,Books,WH-Mumbai,2023-10-04,286,30,347.0,41,466.0,473998,19,1,Supplier_38
SKU-01167,Product_296,Books,WH-Chennai,,616,94,93.0,72,,122720,19,1,Supplier_29
SKU-01898,Product_11,Home,WH-Delhi,2023-05-25,220,92,41.0,174,1383.0,31069,49,1,Supplier_38
SKU-01734,Product_91,Electronics,WH-Bangalore,2023-03-03,55,28,246.0,56,2115.0,449289,31,1,Supplier_8
SKU-00876,Product_456,Electronics,WH-Bangalore,2023-03-02,699,11,486.0,177,2723.0,455035,57,1,Supplier_70
SKU-01136,Product_91,Grocery,WH-Chennai,2023-04-19,505,19,259.0,62,1243.0,482009,61,1,Supplier_64
SKU-00495,Product_414,Home,WH-Chennai,2023-11-29,980,50,265.0,124,1297.0,214544,19,0,Supplier_74
SKU-00156,Product_103,Home,WH-Bangalore,2023-10-06,928,43,178.0,284,4855.0,149371,15,0,Supplier_97
SKU-01348,Product_414,Home,WH-Chennai,2023-06-02,266,37,319.0,173,4816.0,315846,5,0,Supplier_59
SKU-01384,Product_336,Apparel,WH-Bangalore,2023-08-12,875,34,235.0,10,250.0,341985,49,0,Supplier_96
SKU-00264,Product_157,Home,WH-Delhi,2023-10-06,676,11,13.0,218,,71708,56,0,Supplier_73
SKU-01784,Product_263,Home,WH-Delhi,2023-04-03,137,51,375.0,348,3709.0,279151,53,1,Supplier_33
SKU-00149,Product_399,Electronics,WH-Mumbai,2023-12-25,166,65,269.0,306,1207.0,334458,19,1,Supplier_34
SKU-01925,Product_426,Books,WH-Delhi,2023-05-12,803,79,237.0,179,1040.0,238760,79,1,Supplier_14
SKU-00733,Product_244,Grocery,WH-Mumbai,2024-01-10,933,13,233.0,337,2230.0,481676,12,0,Supplier_18
SKU-00951,Product_85,Home,WH-Mumbai,2023-03-28,335,64,460.0,400,3631.0,144272,49,0,Supplier_34
SKU-01905,Product_300,Electronics,WH-Chennai,2023-06-19,84,23,274.0,453,922.0,242118,72,1,Supplier_95
SKU-00693,Product_153,Grocery,WH-Bangalore,2023-12-12,785,84,144.0,107,3420.0,489939,41,1,
SKU-01012,Product_474,Books,WH-Chennai,2023-06-11,420,41,288.0,315,3684.0,-315575,31,0,Supplier_56
SKU-01208,Product_423,Apparel,WH-Mumbai,2023-05-08,621,48,280.0,379,961.0,358311,48,0,Supplier_91
SKU-00495,Product_23,Grocery,WH-Bangalore,2023-08-13,942,55,197.0,159,4478.0,274576,87,0,
SKU-00100,Product_82,Grocery,WH-Bangalore,2023-07-23,-895,94,102.0,367,2350.0,72302,31,1,Supplier_54
SKU-00280,Product_82,Books,WH-Mumbai,2023-05-27,186,22,268.0,471,900.0,54937,27,0,Supplier_12
SKU-01610,Product_281,Books,WH-Delhi,2023-07-06,475,58,457.0,35,4583.0,312360,6,1,Supplier_96
SKU-01171,Product_458,Grocery,WH-Chennai,2023-04-10,758,62,87.0,174,1244.0,312716,43,0,Supplier_71
SKU-01592,Product_381,Electronics,WH-Mumbai,2023-10-22,618,97,325.0,106,1516.0,215975,8,1,Supplier_21
SKU-01987,Product_70,Grocery,WH-Delhi,2023-12-03,727,11,85.0,310,2154.0,407359,80,1,Supplier_35
SKU-00105,Product_101,Apparel,WH-Chennai,2023-10-06,380,13,443.0,37,4951.0,89590,53,1,Supplier_47
SKU-00519,Product_328,Grocery,WH-Delhi,2023-06-22,350,40,125.0,317,1180.0,412961,64,1,Supplier_81
SKU-01484,Product_190,Books,WH-Bangalore,2023-11-07,850,89,298.0,488,924.0,264806,77,0,Supplier_100
SKU-01936,Product_12,Home,WH-Mumbai,2023-05-29,888,13,,329,186.0,223777,44,0,Supplier_35
SKU-00295,Product_462,Electronics,WH-Bangalore,2023-10-06,77,63,42.0,232,1975.0,411835,16,1,Supplier_76
SKU-00359,Product_224,Apparel,WH-Bangalore,2023-01-15,632,65,473.0,103,2387.0,248676,10,0,Supplier_97
SKU-00346,Product_31,Electronics,WH-Mumbai,2023-11-11,319,46,436.0,86,2424.0,405619,7,1,Supplier_94
SKU-00672,Product_204,Apparel,WH-Chennai,2023-02-18,509,23,120.0,11,3013.0,11436,76,1,Supplier_71
SKU-01359,Product_452,Books,WH-Delhi,2024-01-01,481,66,408.0,153,931.0,282172,87,1,Supplier_54
SKU-01688,Product_203,Books,WH-Mumbai,2024-01-15,7,91,289.0,41,4242.0,61361,18,1,Supplier_60
SKU-00960,Product_58,Books,WH-Delhi,2023-03-16,756,93,205.0,85,310.0,64238,49,0,Supplier_94
SKU-01495,Product_217,Home,WH-Mumbai,2023-04-23,405,45,279.0,121,535.0,489174,18,0,Supplier_64
SKU-00934,Product_219,Books,WH-Delhi,2023-01-05,911,46,187.0,347,3289.0,438524,9,1,Supplier_82
SKU-00772,Product_291,Books,WH-Delhi,2023-03-30,546,58,68.0,391,2934.0,104454,42,1,Supplier_32
SKU-01125,Product_312,Grocery,WH-Bangalore,2023-03-22,960,65,489.0,25,72.0,268298,8,0,Supplier_54
SKU-00825,Product_274,Grocery,WH-Delhi,2024-01-15,957,71,346.0,474,3742.0,111922,38,1,Supplier_21
SKU-00713,Product_53,Electronics,WH-Delhi,2023-06-24,270,14,371.0,37,-1896.0,82511,890,1,Supplier_72
SKU-01983,Product_124,Grocery,WH-Bangalore,2023-02-09,40,63,72.0,3,732.0,115388,29,1,Supplier_76
SKU-00726,Product_89,Home,WH-Chennai,2023-06-06,443,28,334.0,377,480.0,239522,59,1,Supplier_43
SKU-00150,Product_164,Home,WH-Delhi,2023-06-16,248,59,236.0,447,2262.0,270476,52,1,Supplier_73
SKU-01647,Product_122,Electronics,WH-Mumbai,2023-08-12,911,60,468.0,104,4484.0,424409,79,1,Supplier_2
SKU-01424,Product_49,Grocery,WH-Mumbai,2023-09-04,983,42,181.0,132,3763.0,200003,24,0,Supplier_60
SKU-01836,Product_82,Books,WH-Mumbai,2023-05-08,82,49,327.0,137,4898.0,67244,10,0,Supplier_60
SKU-00509,Product_188,Books,WH-Delhi,2023-10-20,199,93,255.0,412,3155.0,77366,67,1,Supplier_51
SKU-00764,Product_137,Electronics,WH-Bangalore,2023-05-30,471,20,,125,2273.0,333005,63,1,Supplier_96
SKU-01421,Product_79,Books,WH-Bangalore,2023-09-10,617,28,239.0,74,3550.0,498553,61,0,Supplier_69
SKU-01150,Product_70,Home,WH-Mumbai,2023-06-19,284,60,221.0,405,3032.0,-85055,37,0,Supplier_80
SKU-01717,Product_224,Apparel,WH-Bangalore,2023-11-10,324,31,465.0,484,4208.0,475245,42,1,Supplier_44
SKU-01355,Product_217,Grocery,WH-Delhi,2023-12-25,666,29,74.0,488,51.0,404740,55,1,Supplier_31
SKU-00383,Product_58,Electronics,WH-Delhi,2023-04-01,241,21,,375,1371.0,349760,56,0,Supplier_74
SKU-01568,Product_349,Apparel,WH-Delhi,2023-03-29,724,16,9.0,2,564.0,76386,1,0,Supplier_91
SKU-00102,Product_413,Books,WH-Bangalore,2023-10-30,349,90,390.0,438,2212.0,234079,70,1,Supplier_57
SKU-01571,Product_355,Apparel,WH-Delhi,2023-09-12,484,95,39.0,194,4846.0,330997,40,1,Supplier_35
SKU-01878,Product_136,Electronics,WH-Bangalore,2023-03-01,776,44,417.0,237,3231.0,220260,45,1,Supplier_80
SKU-01700,Product_172,Books,WH-Mumbai,2023-06-20,26,77,9.0,271,2340.0,380872,59,0,Supplier_95
SKU-00659,Product_86,Grocery,WH-Chennai,2023-05-13,749,25,414.0,435,2081.0,243705,49,0,Supplier_7
SKU-00174,Product_389,Electronics,WH-Mumbai,2023-05-29,859,48,499.0,407,4752.0,24838,35,1,Supplier_25
SKU-00511,Product_326,Home,WH-Mumbai,2023-11-17,247,64,303.0,100,2541.0,306353,9,1,Supplier_89
SKU-00163,Product_221,Books,WH-Chennai,2024-01-14,403,98,304.0,449,1202.0,378364,42,1,Supplier_70
SKU-01716,Product_429,Electronics,WH-Chennai,2023-10-12,834,19,54.0,152,1380.0,96918,64,1,Supplier_9
SKU-01816,Product_423,Apparel,WH-Chennai,2023-05-13,574,23,271.0,99,2969.0,24779,53,1,Supplier_1
SKU-00637,Product_392,Grocery,WH-Bangalore,2023-12-23,46,55,113.0,32,549.0,142550,74,1,Supplier_79
SKU-00410,Product_177,Home,WH-Chennai,2023-08-21,912,27,274.0,449,1348.0,312600,38,0,Supplier_30
SKU-01475,Product_246,Books,WH-Bangalore,2023-06-15,465,24,193.0,331,,335627,77,1,Supplier_59
SKU-00454,Product_116,Home,WH-Delhi,2023-05-25,271,76,,45,1164.0,53084,72,1,Supplier_22
SKU-00894,Product_328,Home,WH-Chennai,2023-11-12,707,34,389.0,356,2128.0,52802,45,1,Supplier_94
SKU-01665,Product_136,Grocery,WH-Mumbai,2023-08-02,803,13,332.0,497,162.0,242616,80,0,Supplier_18
SKU-00303,Product_118,Books,WH-Delhi,2023-10-21,126,50,465.0,291,4000.0,58775,61,1,Supplier_1
SKU-00139,Product_145,Apparel,WH-Delhi,2023-04-28,858,45,375.0,110,1896.0,266027,27,0,Supplier_5
SKU-01194,Product_387,Grocery,WH-Chennai,2023-02-13,811,18,13.0,77,1915.0,266292,30,0,Supplier_79
SKU-01542,Product_213,Books,WH-Delhi,2024-01-20,408,90,303.0,466,1340.0,20032,27,1,Supplier_96
SKU-00240,Product_48,Home,WH-Delhi,2023-02-12,672,57,36.0,369,558.0,19761,59,1,Supplier_67
SKU-01691,Product_257,Apparel,WH-Bangalore,2023-06-27,575,32,396.0,246,3140.0,355867,27,0,Supplier_33
SKU-01076,Product_168,Home,WH-Delhi,2024-02-03,672,35,156.0,93,2100.0,267911,34,0,Supplier_54
SKU-00501,Product_230,Grocery,WH-Chennai,2023-02-10,524,24,15.0,422,278.0,123960,62,1,
SKU-01606,Product_34,Apparel,WH-Mumbai,2023-02-17,547,38,174.0,34,1801.0,37172,63,1,Supplier_97
SKU-01665,Product_301,Home,WH-Delhi,2023-10-14,584,36,227.0,216,1224.0,268556,27,1,Supplier_19
SKU-01772,Product_2,Apparel,WH-Delhi,2023-01-29,527,99,459.0,492,1399.0,92915,52,1,Supplier_34
SKU-00769,Product_355,Home,WH-Chennai,2023-04-16,140,22,308.0,188,225.0,161766,38,0,
SKU-01415,Product_319,Home,WH-Chennai,2023-02-28,602,17,153.0,402,1173.0,168021,78,0,Supplier_88
SKU-01945,Product_442,Grocery,WH-Mumbai,2023-04-18,108,59,418.0,86,2302.0,8579,47,1,Supplier_54
SKU-00485,Product_32,Apparel,WH-Bangalore,2023-09-18,493,85,336.0,418,449.0,124750,8,1,Supplier_76
SKU-00649,Product_371,Home,WH-Bangalore,2023-12-07,562,47,459.0,100,1814.0,123096,68,0,Supplier_64
SKU-01893,Product_408,Books,WH-Delhi,2023-03-15,804,58,435.0,198,1175.0,140455,34,0,Supplier_52
SKU-00769,Product_133,Home,WH-Delhi,2023-06-10,83,72,448.0,152,1331.0,213792,44,0,Supplier_97
SKU-00688,Product_489,Electronics,WH-Bangalore,2023-09-22,622,38,156.0,10,,475002,66,1,Supplier_25
SKU-01839,Product_112,Electronics,WH-Delhi,2024-01-24,303,44,13.0,98,3143.0,76818,46,1,Supplier_78
SKU-00540,Product_154,Apparel,WH-Delhi,2023-11-16,374,79,97.0,44,4389.0,34139,70,0,Supplier_33
SKU-01624,Product_462,Apparel,WH-Chennai,2023-07-30,607,63,58.0,75,4982.0,190409,52,1,Supplier_22
SKU-01643,Product_215,Grocery,WH-Delhi,2023-02-12,563,42,152.0,496,1300.0,151062,60,1,Supplier_67
SKU-00579,Product_192,Electronics,WH-Bangalore,2024-01-12,143,24,483.0,471,4364.0,296984,89,1,Supplier_38
SKU-00948,Product_207,Home,WH-Mumbai,2023-02-16,724,40,262.0,230,1952.0,24106,14,0,Supplier_13
SKU-00752,Product_140,Electronics,WH-Mumbai,2023-07-05,751,47,116.0,21,3756.0,324016,28,0,Supplier_70
SKU-00016,Product_202,Home,WH-Mumbai,2023-03-30,425,90,154.0,72,969.0,358618,83,1,Supplier_79
SKU-00603,Product_8,Home,WH-Bangalore,2023-03-25,592,82,249.0,319,52.0,441693,65,0,Supplier_75
SKU-01161,Product_53,Home,WH-Delhi,2023-03-03,680,28,388.0,21,3058.0,6055,40,1,
SKU-01899,Product_78,Grocery,WH-Chennai,2023-11-07,80,69,385.0,135,2312.0,64475,43,0,Supplier_83
SKU-00088,Product_481,Grocery,WH-Chennai,2023-03-18,604,61,265.0,43,3118.0,38189,49,1,Supplier_35
SKU-00532,Product_21,Home,WH-Delhi,2023-04-14,876,29,139.0,120,2473.0,266399,78,0,Supplier_36
SKU-01183,Product_351,Books,WH-Chennai,2023-09-14,660,64,163.0,48,1091.0,298447,85,0,Supplier_23
SKU-01202,Product_22,Electronics,WH-Bangalore,2023-08-16,753,67,109.0,118,2441.0,420793,51,0,Supplier_39
SKU-01758,Product_495,Grocery,WH-Bangalore,2023-03-27,159,92,454.0,426,1694.0,350048,59,1,Supplier_57
SKU-01644,Product_476,Grocery,WH-Delhi,2023-11-11,103,71,401.0,269,4714.0,305128,22,0,Supplier_4
SKU-00110,Product_74,Electronics,WH-Bangalore,2023-10-02,530,52,312.0,82,430.0,189300,64,1,Supplier_62
SKU-01692,Product_275,Grocery,WH-Bangalore,2023-10-17,707,71,160.0,424,1884.0,269128,88,0,Supplier_37
SKU-00241,Product_211,Apparel,WH-Bangalore,2023-10-10,736,85,96.0,477,4548.0,48606,47,1,Supplier_50
SKU-01516,Product_284,Grocery,WH-Mumbai,2023-10-13,427,13,347.0,28,452.0,346962,10,0,Supplier_88
SKU-01493,Product_14,Electronics,WH-Chennai,2023-04-15,614,26,377.0,78,4980.0,119079,2,0,Supplier_20
SKU-00776,Product_289,Grocery,WH-Bangalore,2023-01-13,267,77,498.0,346,2601.0,331389,75,1,Supplier_95
SKU-00612,Product_179,Apparel,WH-Mumbai,2023-12-14,202,37,192.0,206,3393.0,355276,54,0,Supplier_87
SKU-01872,Product_153,Electronics,WH-Mumbai,2024-01-31,48,26,51.0,287,4991.0,423476,51,0,Supplier_24
SKU-01363,Product_438,Electronics,WH-Delhi,2023-01-20,580,19,170.0,181,4557.0,21950,56,0,Supplier_97
SKU-01182,Product_298,Apparel,WH-Mumbai,2023-08-10,385,41,381.0,314,3462.0,476238,73,1,Supplier_45
SKU-01009,Product_4,Electronics,WH-Chennai,,952,23,63.0,210,3479.0,316452,73,1,Supplier_78
SKU-01592,Product_404,Electronics,WH-Chennai,2023-09-22,735,79,118.0,478,192.0,-306381,12,1,Supplier_36
SKU-01140,Product_313,Grocery,WH-Mumbai,2023-07-02,115,52,107.0,280,2064.0,57160,70,1,Supplier_41
SKU-00034,Product_11,Books,WH-Delhi,2023-11-18,412,88,107.0,65,4732.0,37871,50,1,Supplier_10
SKU-01750,Product_27,Electronics,WH-Delhi,2023-04-18,897,71,116.0,28,2780.0,486503,53,1,Supplier_10
SKU-00955,Product_233,Electronics,WH-Chennai,2023-08-07,193,69,365.0,389,4114.0,176636,9,0,Supplier_86
SKU-00318,Product_168,Books,WH-Bangalore,2023-05-12,265,82,465.0,166,2617.0,242420,5,0,Supplier_24
SKU-00347,Product_456,Home,WH-Chennai,2023-03-07,405,47,411.0,332,2898.0,280125,52,0,Supplier_73
SKU-01670,Product_44,Home,WH-Delhi,2023-03-08,832,62,87.0,124,3551.0,369703,83,1,Supplier_14
SKU-01062,Product_99,Books,WH-Delhi,2023-10-12,222,10,419.0,114,3024.0,29123,18,0,Supplier_7
SKU-01431,Product_151,Electronics,WH-Mumbai,2023-06-13,135,52,301.0,248,2599.0,282912,9,0,Supplier_52
SKU-00657,Product_407,Electronics,WH-Mumbai,2023-08-02,62,54,105.0,127,663.0,28709,60,0,Supplier_34
SKU-00015,Product_356,Books,WH-Bangalore,2023-10-03,757,74,416.0,80,4302.0,226904,51,0,
SKU-00166,Product_229,Grocery,WH-Mumbai,2023-12-01,87,32,181.0,431,769.0,279603,29,1,Supplier_48
SKU-01106,Product_112,Electronics,WH-Bangalore,2023-01-09,115,60,211.0,177,268.0,329598,71,1,Supplier_88
SKU-00891,Product_3,Home,WH-Delhi,2023-01-30,768,27,410.0,330,177.0,361698,84,0,Supplier_8
SKU-01251,Product_420,Books,WH-Mumbai,2023-06-26,104,58,23.0,33,1008.0,234092,4,1,Supplier_15
SKU-01153,Product_143,Apparel,WH-Mumbai,2023-02-04,598,70,58.0,102,961.0,178010,89,0,Supplier_51
SKU-00375,Product_280,Grocery,WH-Mumbai,2023-06-18,820,93,486.0,44,1600.0,183911,76,0,Supplier_65
